corpus_order,paper_id,inspire_id,year,title,authors,document_type,arxiv_ids,dois,report_numbers,inspire_url,pilot_included,pilot_order,pilot_series,full_text_status,local_pdf_path,local_pdf_relative_path,local_pdf_filename,local_pdf_bytes,local_pdf_pages,sha256,source_manifest_sha256,hash_verification,pdf_source,pdf_source_url,alternate_local_artifact_count,alternate_local_artifact_paths,multiple_arxiv_artifacts,duplicate_record_of,record_flags,retrieval_errors
82,inspire:273316,273316,1988,Prepotentials: A Beltrami parametrization of superRiemann surfaces,"Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/273316,false,,,metadata_only,,,,,,,,,,,0,,false,,,
83,inspire:263912,263912,1988,SIMPLIFIED SU(2) SPINNING STRING SUPERSPACE SUPERGRAVITY,"Gates, S.James, Jr. | Lu, Liang | Oerter, Robert N.",article,,10.1016/0370-2693(89)90470-X,UMDEPP-89-28,https://inspirehep.net/literature/263912,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
84,inspire:262426,262426,1988,"Superspace Geometry From D=4, N=1 Heterotic Superstrings","Gates, S.James, Jr. | Majumdar, Parthasarathi | Oerter, Robert N. | van de Ven, Anton E.",article,,10.1016/0370-2693(88)90446-7,UMDEPP-88-209,https://inspirehep.net/literature/262426,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
85,inspire:265527,265527,1988,"Unidexterous Supergravity, Beltrami Parametrization and BRST Quantization","Gates, S.James, Jr. | Gieres, Francois",article,,10.1016/0550-3213(89)90253-8,UMDEPP-89-52 | BUTP-88/23-BERN,https://inspirehep.net/literature/265527,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
86,inspire:283237,283237,1989,"(1,0) Thirring Models and the Coupling of Spin 0 Fields to the Heterotic String","Bellucci, S. | Depireux, D.A. | Gates, S.James, Jr.",article,,10.1016/0370-2693(89)90560-1,LNF-89-061-PT | UMDEPP-89-123,https://inspirehep.net/literature/283237,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
87,inspire:278529,278529,1989,"ALGEBRA OF THE LOCAL SYMMETRIES FOR THE D = 4, N=1 GREEN-SCHWARZ SUPERSTRING","Depireux, Didier A. | Gates, S.J., Jr. | Vashakidze, Sh.",article,,,UMDEPP-89-171,https://inspirehep.net/literature/278529,false,,,metadata_only,,,,,,,,,,,0,,false,,,
88,inspire:284288,284288,1989,Calabi-Yau Heterotic Strings and Unidexterous sigma Models,"Gates, S.James, Jr. | Hubsch, Tristan",article,,10.1016/0550-3213(90)90588-5,UTTG-41-89 | UMDEPP-90-092,https://inspirehep.net/literature/284288,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
89,inspire:285942,285942,1989,"Does D = 4, N=8 supergravity really know about heterotic strings?","Gates, S.James, Jr. | Nishino, Hitoshi",article,,10.1088/0264-9381/8/5/006,UMDEPP-90-066 | IFP-366-UNC,https://inspirehep.net/literature/285942,false,,,metadata_only,,,,,,,,,,,0,,false,,,IOP publisher: not PDF (text/html; charset=UTF-8) | DOI content negotiation: not PDF (text/html; charset=UTF-8)
90,inspire:277546,277546,1989,"GAUGE TWO FORM IN D = 4, N=4 SUPERGEOMETRY WITH SU(4) SUPERSYMMETRY","Gates, S.James, Jr. | Durachta, J.W.",article,,10.1142/S0217732389002264,UMDEPP-89-120,https://inspirehep.net/literature/277546,false,,,metadata_only,,,,,,,,,,,0,,false,,,World Scientific publisher: HTTP 403 | DOI content negotiation: HTTP 403
91,inspire:284916,284916,1989,Improved Supergeometries for Type II Green-schwarz Nonlinear sigma Model,"Bellucci, S. | Gates, S.James, Jr. | Radak, B. | Vashakidze, Sh.",article,,10.1142/S0217732389002240,LNF-89-049-PT,https://inspirehep.net/literature/284916,false,,,metadata_only,,,,,,,,,,,0,,false,,,World Scientific publisher: HTTP 403 | DOI content negotiation: HTTP 403
92,inspire:277729,277729,1989,Lorentz Covariant Quantization of the Heterotic Superstring,"Gates, S.J., Jr. | Grisaru, Marcus T. | Lindstrom, U. | Rocek, M. | Siegel, W. | van Nieuwenhuizen, P. | van de Ven, A.E.",article,,10.1016/0370-2693(89)91007-1,ITP-SB-89-32,https://inspirehep.net/literature/277729,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
93,inspire:290173,290173,1989,Progress toward covariant formulation of all D = 4 GS type sigma model actions,"Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/290173,false,,,metadata_only,,,,,,,,,,,0,,false,,,
94,inspire:279199,279199,1989,Quantum Supersymmetry and the Supergeometry of Four-dimensional Superstrings,"Gates, S.J., Jr. | Howe, Paul S. | Hull, C.M.",article,,10.1016/0370-2693(89)91282-3,CERN-TH/5401/89 | UMDEPP-89-121,https://inspirehep.net/literature/279199,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
95,inspire:290028,290028,1989,"Strings '88. Proceedings, Workshop, College Park, USA, May 24-28, 1988","Gates, S.J. | Preitschopf, C.R. | Siegel, W.",proceedings,,,,https://inspirehep.net/literature/290028,false,,,metadata_only,,,,,,,,,,,0,,false,,,
96,inspire:289488,289488,1989,"Strings, superstrings and two-dimensional Lagrangian field theory","Gates, S.J.",article,,,,https://inspirehep.net/literature/289488,false,,,metadata_only,,,,,,,,,,,0,,false,,,
97,inspire:278660,278660,1989,TOWARDS COVARIANTLY QUANTIZED D = 10 TYPE II GREEN-SCHWARZ sigma MODELS,"Depireux, Didier A. | Gates, S.James, Jr. | Majumdar, Parthasarathi | Radak, B. | Vashakidze, Sh.",article,,10.1016/0550-3213(90)90687-9,UMDEPP-89-169,https://inspirehep.net/literature/278660,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
98,inspire:290802,290802,1989,"Toward a complete theory of massless effective actions for D = 4, N=1 superstrings","Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/290802,false,,,metadata_only,,,,,,,,,,,0,,false,,,
99,inspire:277291,277291,1989,Unidexterous Locally Supersymmetric Actions for Calabi-yau Compactifications,"Gates, S.James, Jr. | Hubsch, Tristan",article,,10.1016/0370-2693(89)90295-5,UTTG-09-89 | UMDEPP-89-122,https://inspirehep.net/literature/277291,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
100,inspire:277349,277349,1989,"Violation of Lorentz Invariance in Type II Green-schwarz Superstrings in Curved D=10, N=2 Superspace","Gates, S.James, Jr. | Majumdar, Parthasarathi | Radak, B. | Vashakidze, Sh.",article,,10.1016/0370-2693(89)91188-X,UMDEPP-89-155,https://inspirehep.net/literature/277349,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
101,inspire:282771,282771,1989,"Yes, Leftons for Heterotic Superstrings!","Depireux, D.A. | Gates, S.James, Jr. | Radak, B.",article,,10.1016/0370-2693(90)90375-G,UMDEPP-90-036,https://inspirehep.net/literature/282771,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
102,inspire:27090,27090,1990,"Consistent and Universal Inclusion of the Lorentz Chern-Simons Form in D=10, N=1 Supergravity Theories","Bellucci, Stefano | Depireux, Didier A. | Gates, S.James, Jr.",article,,10.1016/0370-2693(90)91741-S,LNF-89-085-PT | UMDEPP-90-076,https://inspirehep.net/literature/27090,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
103,inspire:302115,302115,1990,"Realization of space-time conformal symmetry in D = 10, N=1 superspace","Gates, S.James, Jr. | Nishino, Hitoshi",article,,10.1016/0370-2693(91)90737-B,UMDEPP-91-141,https://inspirehep.net/literature/302115,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
104,inspire:304832,304832,1990,Unconstrained BRST superfield theories,"Dur, E. | Gates, S.J.",article,,10.1016/0550-3213(90)90583-Y,,https://inspirehep.net/literature/304832,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
105,inspire:307983,307983,1990,Unconstrained BRST: A New prototype for covariant string field theory?,"Gates, S.J.",conference paper,,,,https://inspirehep.net/literature/307983,false,,,metadata_only,,,,,,,,,,,0,,false,,,
106,inspire:319046,319046,1991,Chern-Simons theories with supersymmetries in three-dimensions,"Nishino, Hitoshi | Gates, S.James, Jr.",article,,10.1142/S0217751X93001363,UMDEPP-92-060,https://inspirehep.net/literature/319046,false,,,metadata_only,,,,,,,,,,,0,,false,,,World Scientific publisher: HTTP 403 | DOI content negotiation: HTTP 403
107,inspire:314337,314337,1991,"Lagrangian chiral coset construction of heterotic string theories in (1,0) superspace","Gates, S.James, Jr. | Ketov, S.V. | Kuzenko, S.M. | Solovev, O.A.",article,,10.1016/0550-3213(91)90562-C,UMDEPP-91-193,https://inspirehep.net/literature/314337,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
108,inspire:315514,315514,1991,"More about the (2,0) supersymmetric WZNW model in (2,0) superspace","Gates, S.James, Jr. | Ketov, Sergay V.",article,,10.1016/0370-2693(91)90100-5,UMDEPP-91-231,https://inspirehep.net/literature/315514,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
109,inspire:313879,313879,1991,"On the logical foundations of remarks on the supersymmetrization of the Lorentz Chern-Simons form in D = 10, N=1 supergravity theories","Gates, S.James, Jr.",article,,,UMDEPP-91-187,https://inspirehep.net/literature/313879,false,,,metadata_only,,,,,,,,,,,0,,false,,,
110,inspire:321872,321872,1991,Remarks on the N=2 supersymmetric Chern-Simons theories,"Gates, S.James, Jr. | Nishino, Hitoshi",article,,10.1016/0370-2693(92)90277-B,UMDEPP-92-127,https://inspirehep.net/literature/321872,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
111,inspire:315122,315122,1991,The 1st ILK superparticle in 2nd order Lagrangian and backgrounds,"Gates, S.James, Jr. | Nishino, Hitoshi | Oerter, Robert N.",article,,10.1016/0370-2693(91)90054-T,UMDEPP-91-194,https://inspirehep.net/literature/315122,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
112,hep-th/9203078,333605,1992,Extended supersymmetry and selfduality in (2+2)-dimensions,"Gates, S.James, Jr. | Nishino, Hitoshi | Ketov, Sergei V.",article,hep-th/9203078,10.1016/0370-2693(92)91076-L,UMDEPP-92-187,https://inspirehep.net/literature/333605,false,,,metadata_only,,,,,,,,,,,0,,false,,,arXiv: HTTP 404 | arXiv export: HTTP 404 | DOI content negotiation: not PDF (text/html;charset=UTF-8)
113,hep-th/9203081,333606,1992,Majorana-Weyl spinors and selfdual gauge fields in (2+2)-dimensions,"Ketov, Sergei V. | Nishino, Hitoshi | Gates, S.James, Jr.",article,hep-th/9203081,10.1016/0370-2693(93)90228-A,UMDEPP-92-163,https://inspirehep.net/literature/333606,false,,,metadata_only,,,,,,,,,,,0,,false,,,arXiv: HTTP 404 | arXiv export: HTTP 404 | DOI content negotiation: not PDF (text/html;charset=UTF-8)
114,inspire:333626,333626,1992,"N = (2,0) superstring as the underlying theory of selfdual Yang-Mills theory","Nishino, Hitoshi | Gates, S. James, Jr.",article,,10.1142/S0217732392004006,UMDEPP-92-137,https://inspirehep.net/literature/333626,false,,,metadata_only,,,,,,,,,,,0,,false,,,World Scientific publisher: HTTP 403 | DOI content negotiation: HTTP 403
115,inspire:344753,344753,1992,On universality of the SU(2) bosonized Thirring model,"Gates, S.J. | Solovev, O.A.",article,,10.1016/0370-2693(92)91531-D,,https://inspirehep.net/literature/344753,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
116,hep-th/9207042,336206,1992,Selfdual supersymmetry and supergravity in Atiyah-Ward space-time,"Ketov, Sergei V. | Nishino, Hitoshi | Gates, S.James, Jr.",article,hep-th/9207042,10.1016/0550-3213(93)90242-H,UMDEPP-92-211 | UMDEPP-92-211-(JUNE-1992),https://inspirehep.net/literature/336206,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1992_hep-th_9207042_Selfdual_supersymmetry_and_supergravity_in_Atiyah_Ward_space_time.pdf,pdfs/1992_hep-th_9207042_Selfdual_supersymmetry_and_supergravity_in_Atiyah_Ward_space_time.pdf,1992_hep-th_9207042_Selfdual_supersymmetry_and_supergravity_in_Atiyah_Ward_space_time.pdf,494298,61,eac8b9e51fc6de12bd70025fc731d292e4b3f4cdd31d595dcf78c5e86e9e22f7,eac8b9e51fc6de12bd70025fc731d292e4b3f4cdd31d595dcf78c5e86e9e22f7,matched,arXiv,https://arxiv.org/pdf/hep-th/9207042,0,,false,,,
117,hep-th/9203080,333607,1992,Supersymmetric selfdual Yang-Mills and supergravity as background of Green-Schwarz superstring,"Nishino, Hitoshi | Gates, S.James, Jr. | Ketov, Sergei V.",article,hep-th/9203080,10.1016/0370-2693(93)90229-B,UMDEPP-92-171,https://inspirehep.net/literature/333607,false,,,metadata_only,,,,,,,,,,,0,,false,,,arXiv: HTTP 404 | arXiv export: HTTP 404 | DOI content negotiation: not PDF (text/html;charset=UTF-8)
118,hep-th/9210163,340003,1992,Supersymmetric soluble systems embedded in supersymmetric selfdual Yang-Mills theory,"Gates, S.James, Jr. | Nishino, Hitoshi",article,hep-th/9210163,10.1016/0370-2693(93)90256-H,UMDEPP-93-51,https://inspirehep.net/literature/340003,false,,,metadata_only,,,,,,,,,,,0,,false,,,arXiv: HTTP 404 | arXiv export: HTTP 404 | DOI content negotiation: not PDF (text/html;charset=UTF-8)
119,inspire:339673,339673,1992,Toward a (supersymmetry)**2 particle model of the First Ilk,"Gates, S.J. | Majumdar, P.",article,,10.1016/0370-2693(92)91927-2,,https://inspirehep.net/literature/339673,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
120,inspire:366353,366353,1993,Fermionic Thirring theories as minimal model actions,"Gates, S.J. | Solovev, O.A.",article,,10.1016/0370-2693(93)91504-G,,https://inspirehep.net/literature/366353,false,,,metadata_only,,,,,,,,,,,0,,false,,,DOI content negotiation: not PDF (text/html;charset=UTF-8)
121,hep-th/9407147,375053,1994,Extended supersymmetry and superBF gauge theories,"Brooks, Roger | Gates, S.James, Jr.",article,hep-th/9407147,10.1016/0550-3213(94)90600-9,MIT-CTP-2339 | UMDEPP-95-07,https://inspirehep.net/literature/375053,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1994_hep-th_9407147_Extended_supersymmetry_and_superBF_gauge_theories.pdf,pdfs/1994_hep-th_9407147_Extended_supersymmetry_and_superBF_gauge_theories.pdf,1994_hep-th_9407147_Extended_supersymmetry_and_superBF_gauge_theories.pdf,238364,28,c96bd634c5823260933dee8f712482b0706909e99144ab5548de0c8a50fe5a55,c96bd634c5823260933dee8f712482b0706909e99144ab5548de0c8a50fe5a55,matched,arXiv,https://arxiv.org/pdf/hep-th/9407147,0,,false,,,
122,hep-th/9411091,379816,1994,"Manifest (4,0) supersymmetry, sigma models and the ADHM instanton construction","Gates, S.James, Jr. | Rana, Lubna",article,hep-th/9411091,10.1016/0370-2693(94)01653-T,UMDEPP-95-060,https://inspirehep.net/literature/379816,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1994_hep-th_9411091_Manifest_4_0_supersymmetry_sigma_models_and_the_ADHM_instanton_construction.pdf,pdfs/1994_hep-th_9411091_Manifest_4_0_supersymmetry_sigma_models_and_the_ADHM_instanton_construction.pdf,1994_hep-th_9411091_Manifest_4_0_supersymmetry_sigma_models_and_the_ADHM_instanton_construction.pdf,130128,13,b1ae4ebfbbbf2170b4fe58078942eb5e8ab818c4f83541ef0949d0e6dce7a813,b1ae4ebfbbbf2170b4fe58078942eb5e8ab818c4f83541ef0949d0e6dce7a813,matched,arXiv,https://arxiv.org/pdf/hep-th/9411091,0,,false,,,
123,hep-th/9405017,384487,1994,Superspace supervortices,"Gates, S.J. | Solovev, O.A.",article,hep-th/9405017,10.1016/0370-2693(94)90637-8,,https://inspirehep.net/literature/384487,false,,,metadata_only,,,,,,,,,,,0,,false,,,arXiv: HTTP 404 | arXiv export: HTTP 404 | DOI content negotiation: not PDF (text/html;charset=UTF-8)
124,hep-th/9410150,378790,1994,"Ultramultiplets: A New representation of rigid 2-d, N=8 supersymmetry","Gates, S.James, Jr. | Rana, L.",article,hep-th/9410150,10.1016/0370-2693(94)01365-J,UMDEPP-95-49,https://inspirehep.net/literature/378790,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1994_hep-th_9410150_Ultramultiplets_A_New_representation_of_rigid_2_d_N_8_supersymmetry.pdf,pdfs/1994_hep-th_9410150_Ultramultiplets_A_New_representation_of_rigid_2_d_N_8_supersymmetry.pdf,1994_hep-th_9410150_Ultramultiplets_A_New_representation_of_rigid_2_d_N_8_supersymmetry.pdf,124656,12,0390a9d3309a0f7c14f665fe9674c0a30cf1eedcff2dc53c8d6548f25a9d0be8,0390a9d3309a0f7c14f665fe9674c0a30cf1eedcff2dc53c8d6548f25a9d0be8,matched,arXiv,https://arxiv.org/pdf/hep-th/9410150,0,,false,,,
125,hep-th/9412222,381836,1994,Vector multiplets and the phases of N=2 theories in 2-D: Through the looking glass,"Gates, S.James, Jr.",article,hep-th/9412222,10.1016/0370-2693(95)00469-2,UMDEPP-95-75 | UMDEPP-95-75-REVISED,https://inspirehep.net/literature/381836,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1994_hep-th_9412222_Vector_multiplets_and_the_phases_of_N_2_theories_in_2_D_Through_the_looking_glass.pdf,pdfs/1994_hep-th_9412222_Vector_multiplets_and_the_phases_of_N_2_theories_in_2_D_Through_the_looking_glass.pdf,1994_hep-th_9412222_Vector_multiplets_and_the_phases_of_N_2_theories_in_2_D_Through_the_looking_glass.pdf,120440,11,c565aea3eebfc2956a508162ea69b5b5ef5f9f4ad451aa1aef73065c66275d18,c565aea3eebfc2956a508162ea69b5b5ef5f9f4ad451aa1aef73065c66275d18,matched,arXiv,https://arxiv.org/pdf/hep-th/9412222,0,,false,,,
126,hep-th/9410149,378788,1994,Why are there so many N=4 superstrings?,"Gates, S.James, Jr.",article,hep-th/9410149,10.1016/0370-2693(94)91339-0,UMDEPP-95-06,https://inspirehep.net/literature/378788,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1994_hep-th_9410149_Why_are_there_so_many_N_4_superstrings.pdf,pdfs/1994_hep-th_9410149_Why_are_there_so_many_N_4_superstrings.pdf,1994_hep-th_9410149_Why_are_there_so_many_N_4_superstrings.pdf,128245,12,442d3b47edc0ec44296aba87fba13110d3db22e358dec43729a307000538075d,442d3b47edc0ec44296aba87fba13110d3db22e358dec43729a307000538075d,matched,arXiv,https://arxiv.org/pdf/hep-th/9410149,0,,false,,,
127,hep-th/9504077,394241,1995,"2-D (4,4) hypermultiplets","Gates, S.James, Jr. | Ketov, Sergei V.",article,hep-th/9504077,10.1016/S0370-2693(97)01504-9,ITP-UH-15-95 | UMDEPP-95-116 | DESY-95-082,https://inspirehep.net/literature/394241,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9504077_2_D_4_4_hypermultiplets.pdf,pdfs/1995_hep-th_9504077_2_D_4_4_hypermultiplets.pdf,1995_hep-th_9504077_2_D_4_4_hypermultiplets.pdf,159851,13,4aac5eb0fcaff25c3946679c6944ebc74570e2e5009cf97550e5de1d2786d98c,4aac5eb0fcaff25c3946679c6944ebc74570e2e5009cf97550e5de1d2786d98c,matched,arXiv,https://arxiv.org/pdf/hep-th/9504077,0,,false,,,
128,hep-th/9510152,401091,1995,A Proposal for alephO extended supersymmetry in integrable systems,"Gates, S.James, Jr. | Rana, Lubna",article,hep-th/9510152,10.1016/0370-2693(95)01557-4,UMDEPP-96-39,https://inspirehep.net/literature/401091,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9510152_A_Proposal_for_alephO_extended_supersymmetry_in_integrable_systems.pdf,pdfs/1995_hep-th_9510152_A_Proposal_for_alephO_extended_supersymmetry_in_integrable_systems.pdf,1995_hep-th_9510152_A_Proposal_for_alephO_extended_supersymmetry_in_integrable_systems.pdf,148164,14,28416a4c7c97828f7589085ecadf237a7d2363efccffee0fca4e47e5348425a3,28416a4c7c97828f7589085ecadf237a7d2363efccffee0fca4e47e5348425a3,matched,arXiv,https://arxiv.org/pdf/hep-th/9510152,0,,false,,,
129,hep-th/9509021,399058,1995,"A Study of general 2-D, N=2 matter coupled to supergravity in superspace","Gates, S.J., Jr. | Grisaru, Marcus T. | Wehlau, M.E.",article,hep-th/9509021,10.1016/0550-3213(95)00648-6,BRX-TH-379 | UMDEPP-96-21,https://inspirehep.net/literature/399058,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9509021_A_Study_of_general_2_D_N_2_matter_coupled_to_supergravity_in_superspace.pdf,pdfs/1995_hep-th_9509021_A_Study_of_general_2_D_N_2_matter_coupled_to_supergravity_in_superspace.pdf,1995_hep-th_9509021_A_Study_of_general_2_D_N_2_matter_coupled_to_supergravity_in_superspace.pdf,328906,41,8cd2f3a8d91691767ce6e3d2abd59bb9df8c9bb6ee9ec08a69af492757590261,8cd2f3a8d91691767ce6e3d2abd59bb9df8c9bb6ee9ec08a69af492757590261,matched,arXiv,https://arxiv.org/pdf/hep-th/9509021,0,,false,,,
130,hep-th/9504025,394041,1995,A Theory of spinning particles for large N extended supersymmetry,"Gates, S.James | Rana, L.",article,hep-th/9504025,10.1016/0370-2693(95)00474-Y,UMDEPP-95-113,https://inspirehep.net/literature/394041,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9504025_A_Theory_of_spinning_particles_for_large_N_extended_supersymmetry.pdf,pdfs/1995_hep-th_9504025_A_Theory_of_spinning_particles_for_large_N_extended_supersymmetry.pdf,1995_hep-th_9504025_A_Theory_of_spinning_particles_for_large_N_extended_supersymmetry.pdf,115937,11,021f0191e70048fdeeba7a38233f50116707767e73c4e35f6de55a056ecfff31,021f0191e70048fdeeba7a38233f50116707767e73c4e35f6de55a056ecfff31,matched,arXiv,https://arxiv.org/pdf/hep-th/9504025,0,,false,,,
131,hep-th/9510151,401068,1995,A Theory of spinning particles for large n extended supersymmetry. 2.,"Gates, S.James, Jr. | Rana, Lubna",article,hep-th/9510151,10.1016/0370-2693(95)01542-6,UMDEPP-96-38,https://inspirehep.net/literature/401068,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9510151_A_Theory_of_spinning_particles_for_large_n_extended_supersymmetry_2.pdf,pdfs/1995_hep-th_9510151_A_Theory_of_spinning_particles_for_large_n_extended_supersymmetry_2.pdf,1995_hep-th_9510151_A_Theory_of_spinning_particles_for_large_n_extended_supersymmetry_2.pdf,139489,13,eab5b2e2b6661a64aab9f757d60edcf4ea42ac5f4d9dd63132c266a5ebba6d0f,eab5b2e2b6661a64aab9f757d60edcf4ea42ac5f4d9dd63132c266a5ebba6d0f,matched,arXiv,https://arxiv.org/pdf/hep-th/9510151,0,,false,,,
132,hep-th/9503237,393920,1995,A Truly crazy idea about type IIB supergravity and heterotic sigma models,"Gates, S.James, Jr. | Rodgers, V.G.J.",article,hep-th/9503237,10.1016/0370-2693(95)00947-J,UMDEPP-95-76 | UMDEPP 95-76,https://inspirehep.net/literature/393920,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9503237_A_Truly_crazy_idea_about_type_IIB_supergravity_and_heterotic_sigma_models.pdf,pdfs/1995_hep-th_9503237_A_Truly_crazy_idea_about_type_IIB_supergravity_and_heterotic_sigma_models.pdf,1995_hep-th_9503237_A_Truly_crazy_idea_about_type_IIB_supergravity_and_heterotic_sigma_models.pdf,123929,9,b0080b286aed311a480399ff52a22c6f74bad7b460d91dc0947818f4b269dbb4,b0080b286aed311a480399ff52a22c6f74bad7b460d91dc0947818f4b269dbb4,matched,arXiv,https://arxiv.org/pdf/hep-th/9503237,0,,false,,duplicate_doi_alias_removed,
133,hep-th/9501140,392495,1995,No N=4 strings on wolf spaces,"Gates, S.James, Jr. | Ketov, Sergei V.",article,hep-th/9501140,10.1103/PhysRevD.52.2278,ITP-UH-01-95 | UMDEPP-95-90 | DESY-95-018,https://inspirehep.net/literature/392495,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9501140_No_N_4_strings_on_wolf_spaces.pdf,pdfs/1995_hep-th_9501140_No_N_4_strings_on_wolf_spaces.pdf,1995_hep-th_9501140_No_N_4_strings_on_wolf_spaces.pdf,295755,31,6aa5c5d8c05148dc8c5a905974face409d387a542e5a4068e43bebdc23216628,6aa5c5d8c05148dc8c5a905974face409d387a542e5a4068e43bebdc23216628,matched,arXiv,https://arxiv.org/pdf/hep-th/9501140,0,,false,,,
134,hep-th/9606107,406415,1995,"On aspects and implications of the new covariant 4-D, N=1 Green-Schwarz sigma model action","Gates, S.James, Jr.",article,hep-th/9606107,10.1016/S0370-2693(96)01393-7,UMDEPP-96-46,https://inspirehep.net/literature/406415,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9606107_On_aspects_and_implications_of_the_new_covariant_4_D_N_1_Green_Schwarz_sigma_model_action.pdf,pdfs/1995_hep-th_9606107_On_aspects_and_implications_of_the_new_covariant_4_D_N_1_Green_Schwarz_sigma_model_action.pdf,1995_hep-th_9606107_On_aspects_and_implications_of_the_new_covariant_4_D_N_1_Green_Schwarz_sigma_model_action.pdf,169733,15,b67dad8a3b147eb493c9c3ddc8aab5bd435b8fa4bc34ac66f93090ddfb9a3796,b67dad8a3b147eb493c9c3ddc8aab5bd435b8fa4bc34ac66f93090ddfb9a3796,matched,arXiv,https://arxiv.org/pdf/hep-th/9606107,0,,false,,,
135,hep-th/9505034,394825,1995,On continuous conformal deformation of the SL(2)-4 / U(1) coset,"Gates, S.James, Jr. | Solovev, Oleg A.",article,hep-th/9505034,10.1016/0370-2693(95)00671-7,QMW-PH-95-9A | UMDEPP-95-130,https://inspirehep.net/literature/394825,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/1995_hep-th_9505034_On_continuous_conformal_deformation_of_the_SL_2_4_U_1_coset.pdf,pdfs/1995_hep-th_9505034_On_continuous_conformal_deformation_of_the_SL_2_4_U_1_coset.pdf,1995_hep-th_9505034_On_continuous_conformal_deformation_of_the_SL_2_4_U_1_coset.pdf,99740,10,4f2382f2184d0f4872fc5b2b897e6b6909b69cfc63ac5eba73e0ad2b37676400,4f2382f2184d0f4872fc5b2b897e6b6909b69cfc63ac5eba73e0ad2b37676400,matched,arXiv,https://arxiv.org/pdf/hep-th/9505034,0,,false,,,
