corpus_order,paper_id,inspire_id,year,title,authors,document_type,arxiv_ids,dois,report_numbers,inspire_url,pilot_included,pilot_order,pilot_series,full_text_status,local_pdf_path,local_pdf_relative_path,local_pdf_filename,local_pdf_bytes,local_pdf_pages,sha256,source_manifest_sha256,hash_verification,pdf_source,pdf_source_url,alternate_local_artifact_count,alternate_local_artifact_paths,multiple_arxiv_artifacts,duplicate_record_of,record_flags,retrieval_errors
209,0806.0051,787025,2008,"Relating Doubly-Even Error-Correcting Codes, Graphs, and Irreducible Representations of N-Extended Supersymmetry","Doran, C.F. | Faux, M.G. | Gates, S.J., Jr. | Hubsch, T. | Iga, K.M. | Landweber, G.D.",article,0806.0051,,UMDEPP-07-012-SUNY-O-663,https://inspirehep.net/literature/787025,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2008_0806.0051_Relating_Doubly_Even_Error_Correcting_Codes_Graphs_and_Irreducible_Representations_of_N_Ex.pdf,pdfs/2008_0806.0051_Relating_Doubly_Even_Error_Correcting_Codes_Graphs_and_Irreducible_Representations_of_N_Ex.pdf,2008_0806.0051_Relating_Doubly_Even_Error_Correcting_Codes_Graphs_and_Irreducible_Representations_of_N_Ex.pdf,288500,18,4b8c45bd05fdcf2061115631859648c293f789a1205ab3ba636fcc3d51680bac,4b8c45bd05fdcf2061115631859648c293f789a1205ab3ba636fcc3d51680bac,matched,arXiv,https://arxiv.org/pdf/0806.0051,0,,false,,,
210,0801.3687,778050,2008,"Short Distance Operator Product Expansion of the 1D, N = 4 Extended GR Super Virasoro Algebra by Use of Coadjoint Representations","Chappell, Isaac, II | James Gates, S., Jr.",article,0801.3687,10.1088/1126-6708/2009/01/054,UMDEPP-07-016,https://inspirehep.net/literature/778050,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2008_0801.3687_Short_Distance_Operator_Product_Expansion_of_the_1D_N_4_Extended_GR_Super_Virasoro_Algebra.pdf,pdfs/2008_0801.3687_Short_Distance_Operator_Product_Expansion_of_the_1D_N_4_Extended_GR_Super_Virasoro_Algebra.pdf,2008_0801.3687_Short_Distance_Operator_Product_Expansion_of_the_1D_N_4_Extended_GR_Super_Virasoro_Algebra.pdf,181185,20,8ed5c5656813b4c8235fba769f58854546946ebc27fc37f1d093d4652c5938da,8ed5c5656813b4c8235fba769f58854546946ebc27fc37f1d093d4652c5938da,matched,arXiv,https://arxiv.org/pdf/0801.3687,0,,false,,,
211,0803.3434,781935,2008,Super-Zeeman Embedding Models on N-Supersymmetric World-Lines,"Doran, C.F. | Faux, M.G. | Gates, S.J. | Hubsch, T. | Iga, K.M. | Landweber, G.D.",article,0803.3434,10.1088/1751-8113/42/6/065402,,https://inspirehep.net/literature/781935,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2008_0803.3434_Super_Zeeman_Embedding_Models_on_N_Supersymmetric_World_Lines.pdf,pdfs/2008_0803.3434_Super_Zeeman_Embedding_Models_on_N_Supersymmetric_World_Lines.pdf,2008_0803.3434_Super_Zeeman_Embedding_Models_on_N_Supersymmetric_World_Lines.pdf,273478,14,6712efd1435378716d152e9e1c808cc03cf7bb30ab3c6d2021d0d4456be3d9ba,6712efd1435378716d152e9e1c808cc03cf7bb30ab3c6d2021d0d4456be3d9ba,matched,arXiv,https://arxiv.org/pdf/0803.3434,0,,false,,,
212,0806.0050,787024,2008,Topology Types of Adinkras and the Corresponding Representations of N-Extended Supersymmetry,"Doran, C.F. | Faux, M.G. | S.J.Gates, Jr. | Hübsch, T. | Iga, K.M. | Landweber, G.D. | Miller, R.L.",article,0806.0050,,UMDEPP-08-010 | SUNY-O-667,https://inspirehep.net/literature/787024,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2008_0806.0050_Topology_Types_of_Adinkras_and_the_Corresponding_Representations_of_N_Extended_Supersymmet.pdf,pdfs/2008_0806.0050_Topology_Types_of_Adinkras_and_the_Corresponding_Representations_of_N_Extended_Supersymmet.pdf,2008_0806.0050_Topology_Types_of_Adinkras_and_the_Corresponding_Representations_of_N_Extended_Supersymmet.pdf,577625,42,1ff5da26d81f88547cf40cff99358d3db366ba9d5bba7e8f186184db44d8b20c,1ff5da26d81f88547cf40cff99358d3db366ba9d5bba7e8f186184db44d8b20c,matched,arXiv,https://arxiv.org/pdf/0806.0050,0,,false,,,
213,0902.3830,813950,2009,"4D, N = 1 Supersymmetry Genomics (I)","Gates, S.J., Jr. | Gonzales, J. | MacGregor, Boanne | Parker, J. | Polo-Sherk, Ruben | Rodgers, V.G.J. | Wassink, Luke",article,0902.3830,10.1088/1126-6708/2009/12/008,UMDEPP-08-025,https://inspirehep.net/literature/813950,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0902.3830_4D_N_1_Supersymmetry_Genomics_I.pdf,pdfs/2009_0902.3830_4D_N_1_Supersymmetry_Genomics_I.pdf,2009_0902.3830_4D_N_1_Supersymmetry_Genomics_I.pdf,695390,53,d55b80ef20e53f74ed8e4158ea6ce5db0ba4ff71f9bc276b6ca24bdf9174b385,d55b80ef20e53f74ed8e4158ea6ce5db0ba4ff71f9bc276b6ca24bdf9174b385,matched,arXiv,https://arxiv.org/pdf/0902.3830,0,,false,,,
214,0901.4165,811896,2009,"A Derivation of an Off-Shell N = (2,2) Supergravity Chiral Projection Operator","Gates, S.James, Jr. | Morrison, Akin",article,0901.4165,10.1088/1751-8113/42/44/442002,UMDEPP-08-024,https://inspirehep.net/literature/811896,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0901.4165_A_Derivation_of_an_Off_Shell_N_2_2_Supergravity_Chiral_Projection_Operator.pdf,pdfs/2009_0901.4165_A_Derivation_of_an_Off_Shell_N_2_2_Supergravity_Chiral_Projection_Operator.pdf,2009_0901.4165_A_Derivation_of_an_Off_Shell_N_2_2_Supergravity_Chiral_Projection_Operator.pdf,104445,10,d679c60f7271dd7c90ad6e01a136261da9ed1ff521bc025beab2dbc8f43b70c2,d679c60f7271dd7c90ad6e01a136261da9ed1ff521bc025beab2dbc8f43b70c2,matched,arXiv,https://arxiv.org/pdf/0901.4165,0,,false,,,
215,0901.4970,812235,2009,A Superfield for Every Dash-Chromotopology,"Doran, C.F. | Faux, M.G. | Gates, S.J., Jr. | Hubsch, T. | Iga, K.M. | Landweber, G.D.",article,0901.4970,10.1142/S0217751X09047685,UMDEPP-09-029 | SUNY-O-672,https://inspirehep.net/literature/812235,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0901.4970_A_Superfield_for_Every_Dash_Chromotopology.pdf,pdfs/2009_0901.4970_A_Superfield_for_Every_Dash_Chromotopology.pdf,2009_0901.4970_A_Superfield_for_Every_Dash_Chromotopology.pdf,376787,14,75030bd3d3b0382db5b923a9d556984f0ec6f82d0dcabd3d9882da0a509258a6,75030bd3d3b0382db5b923a9d556984f0ec6f82d0dcabd3d9882da0a509258a6,matched,arXiv,https://arxiv.org/pdf/0901.4970,0,,false,,,
216,0909.3918,831847,2009,Chiral supergravity actions and superforms,"Gates, S.J., Jr. | Kuzenko, S.M. | Tartaglino-Mazzucchelli, G.",article,0909.3918,10.1103/PhysRevD.80.125015,UMD-PP-09-048,https://inspirehep.net/literature/831847,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0909.3918_Chiral_supergravity_actions_and_superforms.pdf,pdfs/2009_0909.3918_Chiral_supergravity_actions_and_superforms.pdf,2009_0909.3918_Chiral_supergravity_actions_and_superforms.pdf,189660,15,83f988b6ed2c3a771ed435835eafe95bc0834433acd6e6b8f858281ed69c3f05,83f988b6ed2c3a771ed435835eafe95bc0834433acd6e6b8f858281ed69c3f05,matched,arXiv,https://arxiv.org/pdf/0909.3918,0,,false,,,
217,0907.5264,827339,2009,Ectoplasm and Superspace Integration Measure for 2D Supergravity with Four Spinorial Supercurrents,"Gates, S.James, Jr. | Tartaglino-Mazzucchelli, Gabriele",article,0907.5264,10.1088/1751-8113/43/9/095401,UMDEPP-09-43,https://inspirehep.net/literature/827339,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0907.5264_Ectoplasm_and_Superspace_Integration_Measure_for_2D_Supergravity_with_Four_Spinorial_Super.pdf,pdfs/2009_0907.5264_Ectoplasm_and_Superspace_Integration_Measure_for_2D_Supergravity_with_Four_Spinorial_Super.pdf,2009_0907.5264_Ectoplasm_and_Superspace_Integration_Measure_for_2D_Supergravity_with_Four_Spinorial_Super.pdf,177515,18,a4f2e8a0179c1eaa04656b7101a7a509ce034f3242774763ee2d334b84f70305,a4f2e8a0179c1eaa04656b7101a7a509ce034f3242774763ee2d334b84f70305,matched,arXiv,https://arxiv.org/pdf/0907.5264,0,,false,,,
218,0904.4719,819090,2009,Effective Symmetries of the Minimal Supermultiplet of N = 8 Extended Worldline Supersymmetry,"Faux, M.G. | Gates, S.J., Jr. | Hubsch, T.",article,0904.4719,10.1088/1751-8113/42/41/415206,SUNY-O-673 | UMDEPP-09-032,https://inspirehep.net/literature/819090,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0904.4719_Effective_Symmetries_of_the_Minimal_Supermultiplet_of_N_8_Extended_Worldline_Supersymmetry.pdf,pdfs/2009_0904.4719_Effective_Symmetries_of_the_Minimal_Supermultiplet_of_N_8_Extended_Worldline_Supersymmetry.pdf,2009_0904.4719_Effective_Symmetries_of_the_Minimal_Supermultiplet_of_N_8_Extended_Worldline_Supersymmetry.pdf,592284,34,baa1708e8b99bdf7a462285c35b96582fa0d43ebac9ffc4bde327544b6abdc42,baa1708e8b99bdf7a462285c35b96582fa0d43ebac9ffc4bde327544b6abdc42,matched,arXiv,https://arxiv.org/pdf/0904.4719,0,,false,,,
219,0906.4978,824185,2009,"Seeking the Loop Quantum Gravity Barbero-Immirzi Parameter and Field in 4D, N = 1 Supergravity","Gates, S.James, Jr. | Ketov, Sergei V. | Yunes, Nicolas",article,0906.4978,10.1103/PhysRevD.80.065003,UMDEPP-09-040,https://inspirehep.net/literature/824185,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0906.4978_Seeking_the_Loop_Quantum_Gravity_Barbero_Immirzi_Parameter_and_Field_in_4D_N_1_Supergravit.pdf,pdfs/2009_0906.4978_Seeking_the_Loop_Quantum_Gravity_Barbero_Immirzi_Parameter_and_Field_in_4D_N_1_Supergravit.pdf,2009_0906.4978_Seeking_the_Loop_Quantum_Gravity_Barbero_Immirzi_Parameter_and_Field_in_4D_N_1_Supergravit.pdf,246089,20,45ecc6baaac1e1f6283bf33407ff2556bd8773b4547dafd5640712cd87188748,45ecc6baaac1e1f6283bf33407ff2556bd8773b4547dafd5640712cd87188748,matched,arXiv,https://arxiv.org/pdf/0906.4978,0,,false,,,
220,0901.2467,811183,2009,Superstring-inspired supergravity as the universal source of inflation and quintessence,"Gates, S.James, Jr. | Ketov, Sergei V.",article,0901.2467,10.1016/j.physletb.2009.03.005,UMDEPP-09-023,https://inspirehep.net/literature/811183,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2009_0901.2467_Superstring_inspired_supergravity_as_the_universal_source_of_inflation_and_quintessence.pdf,pdfs/2009_0901.2467_Superstring_inspired_supergravity_as_the_universal_source_of_inflation_and_quintessence.pdf,2009_0901.2467_Superstring_inspired_supergravity_as_the_universal_source_of_inflation_and_quintessence.pdf,136527,12,510536ad674b300b5faedcce5016404509f2a6da420127511fa0b15966d0c834,510536ad674b300b5faedcce5016404509f2a6da420127511fa0b15966d0c834,matched,arXiv,https://arxiv.org/pdf/0901.2467,0,,false,,,
221,1004.3572,852570,2010,A Unified Spinorial Superfield Treatment of the Higher Superspin Superfield Formalism,"Gates, S.James, Jr | Koutrolikos, Konstantinos",article,1004.3572,,UMDEPP-10-008,https://inspirehep.net/literature/852570,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2010_1004.3572_A_Unified_Spinorial_Superfield_Treatment_of_the_Higher_Superspin_Superfield_Formalism.pdf,pdfs/2010_1004.3572_A_Unified_Spinorial_Superfield_Treatment_of_the_Higher_Superspin_Superfield_Formalism.pdf,2010_1004.3572_A_Unified_Spinorial_Superfield_Treatment_of_the_Higher_Superspin_Superfield_Formalism.pdf,117201,16,a9b0c15f33df68f976c5d812da5a3bb18b801e2849b85f323d362f0c33236cea,a9b0c15f33df68f976c5d812da5a3bb18b801e2849b85f323d362f0c33236cea,matched,arXiv,https://arxiv.org/pdf/1004.3572,0,,false,,,
222,1009.1449,868040,2010,Automorphism Properties of Adinkras,"Douglas, B.L. | Gates, S.James, Jr. | Wang, Jingbo B.",article,1009.1449,,,https://inspirehep.net/literature/868040,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2010_1009.1449_Automorphism_Properties_of_Adinkras.pdf,pdfs/2010_1009.1449_Automorphism_Properties_of_Adinkras.pdf,2010_1009.1449_Automorphism_Properties_of_Adinkras.pdf,524136,34,b1ec237190ea472f9408228baddf87a1328553925b4f68579e38c425d45d11d9,b1ec237190ea472f9408228baddf87a1328553925b4f68579e38c425d45d11d9,matched,arXiv,https://arxiv.org/pdf/1009.1449,0,,false,,,
223,1112.2147,1080779,2011,"4D, N = 1 Supersymmetry Genomics (II)","Gates, S.James, Jr. | Hallett, Jared | Parker, James | Rodgers, Vincent G.J. | Stiffler, Kory",article,1112.2147,10.1007/JHEP06(2012)071,UMDEPP-11-019 | UMDEPP 11-019,https://inspirehep.net/literature/1080779,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2011_1112.2147_4D_N_1_Supersymmetry_Genomics_II.pdf,pdfs/2011_1112.2147_4D_N_1_Supersymmetry_Genomics_II.pdf,2011_1112.2147_4D_N_1_Supersymmetry_Genomics_II.pdf,340538,40,e2bbd3eb6451f7596c051e01834448d626d749f1401634355aa533b3bce1947e,e2bbd3eb6451f7596c051e01834448d626d749f1401634355aa533b3bce1947e,matched,arXiv,https://arxiv.org/pdf/1112.2147,0,,false,,duplicate_doi_alias_removed,
224,1103.3564,893144,2011,A Codicil To Massless Gauge Superfields of Higher Half-Odd Integer Superspins,"Gates, S.James, Jr. | Koutrolikos, Konstantinos",article,1103.3564,,UMDEPP-11-004 | MIT-CTP-4221,https://inspirehep.net/literature/893144,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2011_1103.3564_A_Codicil_To_Massless_Gauge_Superfields_of_Higher_Half_Odd_Integer_Superspins.pdf,pdfs/2011_1103.3564_A_Codicil_To_Massless_Gauge_Superfields_of_Higher_Half_Odd_Integer_Superspins.pdf,2011_1103.3564_A_Codicil_To_Massless_Gauge_Superfields_of_Higher_Half_Odd_Integer_Superspins.pdf,373397,26,2dd4a622c6724d95163e167706e6e72e9524b2c46272f81efb8e5bdb1bea60ce,2dd4a622c6724d95163e167706e6e72e9524b2c46272f81efb8e5bdb1bea60ce,matched,arXiv,https://arxiv.org/pdf/1103.3564,0,,false,,,
225,1103.3565,893143,2011,A Codicil To Massless Gauge Superfields of Higher Integer Superspins,"Gates, S.James, Jr. | Koutrolikos, Konstantinos",article,1103.3565,,UMDEPP-11-003 | MIT-CTP-4220,https://inspirehep.net/literature/893143,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2011_1103.3565_A_Codicil_To_Massless_Gauge_Superfields_of_Higher_Integer_Superspins.pdf,pdfs/2011_1103.3565_A_Codicil_To_Massless_Gauge_Superfields_of_Higher_Integer_Superspins.pdf,2011_1103.3565_A_Codicil_To_Massless_Gauge_Superfields_of_Higher_Integer_Superspins.pdf,357593,25,9d847ef4eb5ee711282d04b8abc04b5bec44e952e1a510fdcf8c4c7f8176fc4c,9d847ef4eb5ee711282d04b8abc04b5bec44e952e1a510fdcf8c4c7f8176fc4c,matched,arXiv,https://arxiv.org/pdf/1103.3565,0,,false,,,
226,1106.5475,916150,2011,An Extended Detailed Investigation of First and Second Order Supersymmetries for Off-Shell N= 2 and N = 4 Supermultiplets,"Gates, Sylvester James, Jr. | Parker, James | Rodgers, Vincent G.J. | Rodriguez, Leo | Stiffler, Kory",article,1106.5475,10.3390/sym7021080,UMDEPP-11-009,https://inspirehep.net/literature/916150,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2011_1106.5475_An_Extended_Detailed_Investigation_of_First_and_Second_Order_Supersymmetries_for_Off_Shell.pdf,pdfs/2011_1106.5475_An_Extended_Detailed_Investigation_of_First_and_Second_Order_Supersymmetries_for_Off_Shell.pdf,2011_1106.5475_An_Extended_Detailed_Investigation_of_First_and_Second_Order_Supersymmetries_for_Off_Shell.pdf,327040,46,6416540033ac7e8a11a265986b7fc151225b9f149559f9d75375a2e511e8e3ec,6416540033ac7e8a11a265986b7fc151225b9f149559f9d75375a2e511e8e3ec,matched,arXiv,https://arxiv.org/pdf/1106.5475,0,,false,,duplicate_doi_alias_removed,
227,1108.4124,924662,2011,Codes and Supersymmetry in One Dimension,"Doran, C.F. | Faux, M.G. | Gates, S.J., Jr. | Hubsch, T. | Iga, K.M. | Landweber, G.D. | Miller, R.L.",article,1108.4124,10.4310/ATMP.2011.v15.n6.a7,UMDEPP-08-010 | SUNY-O-667,https://inspirehep.net/literature/924662,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2011_1108.4124_Codes_and_Supersymmetry_in_One_Dimension.pdf,pdfs/2011_1108.4124_Codes_and_Supersymmetry_in_One_Dimension.pdf,2011_1108.4124_Codes_and_Supersymmetry_in_One_Dimension.pdf,799533,48,c9667156b0399991198160388b5fe540f515b3c2f01f2b70a439f67c8e8c27c0,c9667156b0399991198160388b5fe540f515b3c2f01f2b70a439f67c8e8c27c0,matched,arXiv,https://arxiv.org/pdf/1108.4124,0,,false,,,
228,1104.0722,894991,2011,On Dimensional Extension of Supersymmetry: From Worldlines to Worldsheets,"Gates, Sylvester J. | Hübsch, Tristan",article,1104.0722,10.4310/ATMP.2012.v16.n6.a2,UMDEPP-11-005 | MIT-CTP-4232,https://inspirehep.net/literature/894991,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2011_1104.0722_On_Dimensional_Extension_of_Supersymmetry_From_Worldlines_to_Worldsheets.pdf,pdfs/2011_1104.0722_On_Dimensional_Extension_of_Supersymmetry_From_Worldlines_to_Worldsheets.pdf,2011_1104.0722_On_Dimensional_Extension_of_Supersymmetry_From_Worldlines_to_Worldsheets.pdf,1305416,35,cf33ab61ce035930ab2b923d45d426f9f2ddbab5748940619c02aa2e5fd46384,cf33ab61ce035930ab2b923d45d426f9f2ddbab5748940619c02aa2e5fd46384,matched,arXiv,https://arxiv.org/pdf/1104.0722,0,,false,,,
229,1212.3318,1207316,2012,"4D, N=1 Supergravity Genomics","Chappell, Isaac | Gates, S.James, Jr. | Linch, William D. | Parker, James | Randall, Stephen | Ridgway, Alexander | Stiffler, Kory",article,1212.3318,10.1007/JHEP10(2013)004,UMDEPP-012-022,https://inspirehep.net/literature/1207316,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1212.3318_4D_N_1_Supergravity_Genomics.pdf,pdfs/2012_1212.3318_4D_N_1_Supergravity_Genomics.pdf,2012_1212.3318_4D_N_1_Supergravity_Genomics.pdf,639179,62,d1958338d44a76f5c9596eb3b624617444f8f57c5b9b5e211e0068f5ad0b240b,d1958338d44a76f5c9596eb3b624617444f8f57c5b9b5e211e0068f5ad0b240b,matched,arXiv,https://arxiv.org/pdf/1212.3318,0,,false,,duplicate_doi_alias_removed,
230,1209.5020,1187817,2012,A Computer Algorithm For Engineering Off-Shell Multiplets With Four Supercharges On The World Sheet,"Burghardt, K. | Gates, S.J., Jr",article,1209.5020,,UNIV.-OF-MARYLAND-PREPRINT-PP-012-016,https://inspirehep.net/literature/1187817,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1209.5020_A_Computer_Algorithm_For_Engineering_Off_Shell_Multiplets_With_Four_Supercharges_On_The_Wo.pdf,pdfs/2012_1209.5020_A_Computer_Algorithm_For_Engineering_Off_Shell_Multiplets_With_Four_Supercharges_On_The_Wo.pdf,2012_1209.5020_A_Computer_Algorithm_For_Engineering_Off_Shell_Multiplets_With_Four_Supercharges_On_The_Wo.pdf,1239546,52,e4326af0b8bd2f676b31d5d7c3b676c6457cf825a0399fc204cce7a040ee30af,e4326af0b8bd2f676b31d5d7c3b676c6457cf825a0399fc204cce7a040ee30af,matched,arXiv,https://arxiv.org/pdf/1209.5020,0,,false,,,
231,1210.0478,1188872,2012,Adinkra (in)equivalence from Coxeter group representations: A case study,"Chappell, Isaac, II | Gates, S.James | Hübsch, T.",article,1210.0478,10.1142/S0217751X14500298,UMD-PP-012-014,https://inspirehep.net/literature/1188872,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1210.0478_Adinkra_in_equivalence_from_Coxeter_group_representations_A_case_study.pdf,pdfs/2012_1210.0478_Adinkra_in_equivalence_from_Coxeter_group_representations_A_case_study.pdf,2012_1210.0478_Adinkra_in_equivalence_from_Coxeter_group_representations_A_case_study.pdf,994712,23,510a7f588546821003b85e5908668e81285a49e33d89245198db2fd65ff85af8,510a7f588546821003b85e5908668e81285a49e33d89245198db2fd65ff85af8,matched,arXiv,https://arxiv.org/pdf/1210.0478,0,,false,,,
232,1212.2731,1207094,2012,Adinkra Isomorphisms and `Seeing' Shapes with Eigenvalues,"Burghardt, Keith | Gates, S. James, Jr",article,1212.2731,,UNIV.-OF-MD-PREPRINT-PP-012-015,https://inspirehep.net/literature/1207094,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1212.2731_Adinkra_Isomorphisms_and_Seeing_Shapes_with_Eigenvalues.pdf,pdfs/2012_1212.2731_Adinkra_Isomorphisms_and_Seeing_Shapes_with_Eigenvalues.pdf,2012_1212.2731_Adinkra_Isomorphisms_and_Seeing_Shapes_with_Eigenvalues.pdf,786866,23,c9eb819a23446575a3f80346e9e8afe40281a080e15b55b6e9699c32988354e9,c9eb819a23446575a3f80346e9e8afe40281a080e15b55b6e9699c32988354e9,matched,arXiv,https://arxiv.org/pdf/1212.2731,0,,false,,,
233,1208.5999,1182543,2012,Adinkras and SUSY Holography: Some explicit examples,"Gates, S.James, Jr. | Hübsch, T. | Stiffler, Kory",article,1208.5999,10.1142/S0217751X14500419,PP-012-019 | PP 012-019,https://inspirehep.net/literature/1182543,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1208.5999_Adinkras_and_SUSY_Holography_Some_explicit_examples.pdf,pdfs/2012_1208.5999_Adinkras_and_SUSY_Holography_Some_explicit_examples.pdf,2012_1208.5999_Adinkras_and_SUSY_Holography_Some_explicit_examples.pdf,478827,13,818a55d1398e7e6c43dd67dac7e8b888384034454a66373bebdfe3853a1db636,818a55d1398e7e6c43dd67dac7e8b888384034454a66373bebdfe3853a1db636,matched,arXiv,https://arxiv.org/pdf/1208.5999,0,,false,,duplicate_doi_alias_removed,
234,1201.0307,1083406,2012,"SUSY Equation Topology, Zonohedra, and the Search for Alternate Off-Shell Adinkras","Burghardt, Keith | Gates, S.James, Jr",article,1201.0307,,,https://inspirehep.net/literature/1083406,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1201.0307_SUSY_Equation_Topology_Zonohedra_and_the_Search_for_Alternate_Off_Shell_Adinkras.pdf,pdfs/2012_1201.0307_SUSY_Equation_Topology_Zonohedra_and_the_Search_for_Alternate_Off_Shell_Adinkras.pdf,2012_1201.0307_SUSY_Equation_Topology_Zonohedra_and_the_Search_for_Alternate_Off_Shell_Adinkras.pdf,1163865,29,ce12d912be212b0bf9aa85dee1cfbcab61d705a34c4812f94b17c7e90d4d90e3,ce12d912be212b0bf9aa85dee1cfbcab61d705a34c4812f94b17c7e90d4d90e3,matched,arXiv,https://arxiv.org/pdf/1201.0307,0,,false,,,
235,1202.4418,1089738,2012,The Real Anatomy of Complex Linear Superfields,"Gates, S.J., Jr. | Hallett, J. | Hubsch, T. | Stiffler, K.",article,1202.4418,10.1142/S0217751X12501436,UMDEPP-12-003,https://inspirehep.net/literature/1089738,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2012_1202.4418_The_Real_Anatomy_of_Complex_Linear_Superfields.pdf,pdfs/2012_1202.4418_The_Real_Anatomy_of_Complex_Linear_Superfields.pdf,2012_1202.4418_The_Real_Anatomy_of_Complex_Linear_Superfields.pdf,959432,21,a3488365aff209516039be6fdc4792549b1b45748955ce856e9a4eb7f7ba0371,a3488365aff209516039be6fdc4792549b1b45748955ce856e9a4eb7f7ba0371,matched,arXiv,https://arxiv.org/pdf/1202.4418,0,,false,,,
236,1310.7387,1262371,2013,A dynamical theory for linearized massive superspin 3/2,"Gates, S. James, Jr. | Koutrolikos, Konstantinos",article,1310.7387,10.1007/JHEP03(2014)030,UMDEPP-013-017,https://inspirehep.net/literature/1262371,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2013_1310.7387_A_dynamical_theory_for_linearized_massive_superspin_3_2.pdf,pdfs/2013_1310.7387_A_dynamical_theory_for_linearized_massive_superspin_3_2.pdf,2013_1310.7387_A_dynamical_theory_for_linearized_massive_superspin_3_2.pdf,260632,12,90754ed62089f940b74a6242b4cebb7b86670e27a82fc2533a2a7c171f499323,90754ed62089f940b74a6242b4cebb7b86670e27a82fc2533a2a7c171f499323,matched,arXiv,https://arxiv.org/pdf/1310.7387,0,,false,,,
237,1310.7386,1262370,2013,"On 4D, N = 1 Massless Gauge Superfields of Higher Superspin: Half-Odd-Integer Case","Gates, S. James, Jr. | Koutrolikos, Konstantinos",article,1310.7386,,UMDEPP-013-016,https://inspirehep.net/literature/1262370,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2013_1310.7386_On_4D_N_1_Massless_Gauge_Superfields_of_Higher_Superspin_Half_Odd_Integer_Case.pdf,pdfs/2013_1310.7386_On_4D_N_1_Massless_Gauge_Superfields_of_Higher_Superspin_Half_Odd_Integer_Case.pdf,2013_1310.7386_On_4D_N_1_Massless_Gauge_Superfields_of_Higher_Superspin_Half_Odd_Integer_Case.pdf,202216,31,5a8bd0a0428365cb0d95d47cce8aa22c563d09f0306a0994eeaec7c9775167ca,5a8bd0a0428365cb0d95d47cce8aa22c563d09f0306a0994eeaec7c9775167ca,matched,arXiv,https://arxiv.org/pdf/1310.7386,0,,false,,,
238,1310.7385,1262369,2013,"On 4D, N = 1 massless gauge superﬁelds of arbitrary superhelicity","Gates, S.James, Jr. | Koutrolikos, Konstantinos",article,1310.7385,10.1007/JHEP06(2014)098,UMDEPP-013-015,https://inspirehep.net/literature/1262369,false,,,verified_local_pdf,/Users/brandon/Documents/S_James_Gates_Publications/pdfs/2013_1310.7385_On_4D_N_1_massless_gauge_superfields_of_arbitrary_superhelicity.pdf,pdfs/2013_1310.7385_On_4D_N_1_massless_gauge_superfields_of_arbitrary_superhelicity.pdf,2013_1310.7385_On_4D_N_1_massless_gauge_superfields_of_arbitrary_superhelicity.pdf,177208,23,a6114163598eea9c0324dd036b4a43e5196a3c6fd417fd62d2971b9fdd631813,a6114163598eea9c0324dd036b4a43e5196a3c6fd417fd62d2971b9fdd631813,matched,arXiv,https://arxiv.org/pdf/1310.7385,0,,false,,,
